,Unnamed: 0,type,rcvTime,noise,sendTime,sender,messageID,RSSI,pos_0,pos_1,pos_2,spd_0,spd_1,spd_2,spd_noise_0,spd_noise_1,spd_noise_2,pos_noise_0,pos_noise_1,pos_noise_2,type_attack
38,38,3,10802.582132323316,,10802.58201979124,25.0,521.0,2.8811284242727224e-09,3599.907312274775,5696.761482470395,1.895,1.439896144434641,-33.56040398601323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,40,3,10802.670747302518,,10802.6706378737,43.0,549.0,2.2725860453197127e-09,3829.3667362201413,5262.327980580308,1.895,5.060284391720792,-3.481430226852285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,43,3,10802.870122519931,,10802.870012145257,19.0,573.0,1.263652439168768e-08,3627.003043329184,5337.808701405376,1.895,4.940952624413968,-39.90182368532391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49,49,3,10803.39289933027,,10803.392784793165,13.0,603.0,2.657969852846446e-09,3588.263021778535,5658.4090838301045,1.895,-1.620634026797085,38.77583958314621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51,51,3,10803.456262756155,,10803.456150335958,31.0,659.0,1.3915845238560858e-08,3602.3790971430108,5602.477623842976,1.895,2.512383221802747,-29.84390149528553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,53,3,10803.58213616369,,10803.58201979124,25.0,689.0,2.658632062437318e-08,3601.336889391266,5663.441589404483,1.895,1.423817363474826,-33.1856475240909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55,55,3,10803.670746161344,,10803.6706378737,43.0,717.0,5.47572745860399e-09,3835.37483477866,5258.194462716815,1.895,6.940681231823946,-4.775126369369575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,58,3,10803.870121474632,,10803.870012145257,19.0,741.0,1.253964262182018e-08,3632.6264555128014,5297.923544243891,1.895,6.251120541940336,-39.70526627774028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
64,64,3,10804.392901241848,,10804.392784793165,13.0,765.0,4.48333384212791e-09,3586.64159530315,5697.203883806994,1.895,-1.621225568545202,38.789993011627246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66,66,3,10804.456264291484,,10804.456150335958,31.0,817.0,2.451456254e-06,3604.8903207624435,5572.647496941699,1.895,2.512135442474528,-29.84095819356318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
68,68,3,10804.582137665624,,10804.58201979124,25.0,847.0,3.16802267749547e-08,3603.3237298505082,5630.548546019835,1.895,2.755088564557343,-32.72468568251772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
72,72,3,10804.870128356044,,10804.870012145257,19.0,887.0,6.41009289350588e-09,3638.8903273693572,5258.137285392278,1.895,6.264281173056467,-39.788858708809975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
78,78,3,10805.392903190806,,10805.392784793165,13.0,907.0,2.244049461036279e-09,3585.0196044733407,5736.012186719338,1.895,-1.621549823375411,38.79775124279594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,80,3,10805.456266580086,,10805.456150335958,31.0,957.0,1.452820938322101e-07,3607.4017884206087,5542.81447117219,1.895,2.509995247896261,-29.815535417470507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82,82,3,10805.5821266196,,10805.58201979124,25.0,985.0,2.693800293e-06,3606.059551231734,5598.052714148646,1.895,2.725295613140606,-32.370807777026926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
84,84,3,10805.670756117208,,10805.6706378737,43.0,1009.0,2.2534984104546233e-09,3853.5873140583844,5247.215126140976,1.895,12.062131188983306,-4.818241963705452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
87,87,3,10805.870118669667,,10805.870012145257,19.0,1029.0,5.531704587413733e-09,3645.154262273462,5218.35062608131,1.895,6.248190670164705,-39.686656599992176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90,90,3,10806.068193540148,,10806.068074076204,49.0,1058.0,4.650476598819963e-09,3460.9746238263683,6106.5980358013185,1.895,-3.702477897933404,-32.14729983117567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
94,94,3,10806.392901551832,,10806.392784793165,13.0,1079.0,2.017331376324303e-09,3584.4157817031723,5774.86769348827,1.895,-0.037707722490183004,38.905667826790285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
96,96,3,10806.456265344588,,10806.456150335958,31.0,1143.0,2.0744588950770183e-08,3609.9127411706413,5512.987561853178,1.895,2.507657574800107,-29.78776684894064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
98,98,3,10806.582125367682,,10806.58201979124,25.0,1170.0,3.8465853570978265e-09,3608.768657155875,5565.874205991551,1.895,2.698335529628585,-32.05057841298574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
104,104,3,10807.06818512691,,10807.068074076204,49.0,1225.0,1.8558163499048182e-09,3709.2562618311167,5923.411693570368,1.895,-3.705587567007226,-32.174299982619985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
110,110,3,10807.582136345898,,10807.58201979124,25.0,1331.0,1.673570682104392e-09,3611.454690865074,5533.969747457286,1.895,2.67702159308707,-31.79741345744395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
116,116,3,10808.068189686735,,10808.068074076204,49.0,1378.0,3.1585808619791663e-09,3719.573694492604,5889.471892754269,1.895,-3.6929962904219673,-32.0649744026161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
121,121,3,10808.456268288217,,10808.456150335958,31.0,1454.0,1.1328821043102419e-08,3616.010229045259,5453.41877885493,1.895,3.677503746123922,-29.691351282252537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,123,3,10808.582128309492,,10808.58201979124,25.0,1476.0,6.162852913515301e-09,3614.121030579344,5502.299212362792,1.895,2.65807023913566,-31.57231103811899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
129,129,3,10809.068181231147,,10809.068074076204,49.0,1515.0,2.5083881390800584e-08,3584.674934207759,5720.030183954658,1.895,-2.140879851639126,-32.25954698321503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
133,133,3,10809.39290224264,,10809.392784793165,13.0,1539.0,5.307024416231707e-09,3584.6276482153576,5891.452273086082,1.895,1.655923623283511,38.79711963842775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
135,135,3,10809.456267248695,,10809.456150335958,31.0,1595.0,1.3660531331314242e-08,3619.6917626302666,5423.694891545467,1.895,3.676236243922362,-29.68111775003667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
137,137,3,10809.582127269605,,10809.58201979124,25.0,1615.0,1.095987377415598e-08,3617.168449393162,5470.892022454396,1.895,3.868788020185736,-31.2281622537075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
143,143,3,10810.068181649141,,10810.068074076204,49.0,1653.0,2.6712664723693265e-08,3424.6526839606836,5879.310735046305,1.895,-2.141590472775269,-32.270254877873924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
148,148,3,10810.456266974008,,10810.456150335958,31.0,1744.0,4.8388796974231166e-09,3623.370838316425,5393.990848767289,1.895,3.684743397272883,-29.749802623253508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
149,149,3,10810.481038674408,,10810.480931135407,61.0,1765.0,3.012818235737181e-09,3603.8212773907912,6056.681579471081,1.895,-3.5773753621247453,-31.042290992963537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
151,151,3,10810.582126994848,,10810.58201979124,25.0,1790.0,2.280892993640021e-09,3621.022575161762,5439.782211262866,1.895,3.853114047622987,-31.101644761460356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
157,157,3,10811.068190548227,,10811.068074076204,49.0,1831.0,1.639394897623396e-09,3834.2670674489905,5892.653065252803,1.895,-1.264056954836808,-32.285830398929306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,161,3,10811.392898815438,,10811.392784793165,13.0,1856.0,8.884918184216574e-09,3589.1626570628237,5969.03450871884,1.895,2.882762211234023,38.7704133659448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
163,163,3,10811.481041427274,,10811.480931135407,61.0,1935.0,2.9614306625553824e-09,3600.237255923474,6025.581617613179,1.895,-3.583234045112246,-31.093129086185357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170,170,3,10812.068192184726,,10812.068074076204,49.0,1997.0,4.726984643179243e-08,3557.3248781060324,6093.051290571653,1.895,-1.264312947455506,-32.292368818212076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174,174,3,10812.39290092353,,10812.392784793165,13.0,2026.0,1.2496967503896182e-08,3592.0433638806035,6007.777278995266,1.895,2.885794192183747,38.811190629598514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176,176,3,10812.481043121748,,10812.480931135407,61.0,2101.0,1.897117341614731e-08,3597.296227051283,5994.416554877807,1.895,-2.071023978695735,-31.198583445122583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178,178,3,10812.582128045187,,10812.58201979124,25.0,2130.0,5.969593937599597e-09,3628.6679040107692,5378.070489521054,1.895,3.806090333245026,-30.722077782162152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184,184,3,10813.068179289528,,10813.068074076204,49.0,2173.0,2.027536472291425e-07,3547.6141227320018,5800.003145843004,1.895,-0.018880067373202,-32.40527563540063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188,188,3,10813.392901499621,,10813.392784793165,13.0,2194.0,8.508214203403474e-09,3596.1129651403676,6046.435887419441,1.895,4.084638355084353,38.65489588513223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190,190,3,10813.456268121501,,10813.456150335958,31.0,2256.0,2.092698525878272e-09,3634.8602939145794,5304.963701156254,1.895,4.657044367540613,-29.582815925626107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191,191,3,10813.481040902328,,10813.480931135407,61.0,2281.0,1.6832611767654212e-08,3595.2217534513943,5963.166005209307,1.895,-2.072732006574137,-31.22431373643697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193,193,3,10813.582128142032,,10813.58201979124,25.0,2306.0,4.0797453186603276e-09,3632.4644460729223,5347.425483668742,1.895,3.7962315244977303,-30.64249924811416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
199,199,3,10814.068179247215,,10814.068074076204,49.0,2345.0,1.945960860817491e-08,3732.1726309477667,6039.935032985667,1.895,-0.018841480657512,-32.33904636688297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
204,204,3,10814.481047618387,,10814.480931135407,61.0,2418.0,1.460058490596901e-07,3593.1471465778404,5931.913447862668,1.895,-2.074241345966223,-31.247050919361183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
206,206,3,10814.582128647657,,10814.58201979124,25.0,2438.0,1.649824629300535e-09,3636.3241586280546,5316.89671106465,1.895,4.307119972974389,-30.478126163277203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
212,212,3,10815.06818719548,,10815.068074076204,49.0,2473.0,6.42712425421775e-08,3487.88505121444,6001.993786106615,1.895,-0.018858533199464,-32.36831492357987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
217,217,3,10815.481042244875,,10815.480931135407,61.0,2549.0,6.33384923470785e-07,3591.8849402720366,5900.628333040579,1.895,-1.222216361284439,-31.28468730294046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224,224,3,10816.068182196148,,10816.068074076204,49.0,2602.0,1.1010499510035029e-08,3771.458776424722,5629.747888332082,1.895,-0.01883275626299,-32.32407202861638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
229,229,3,10816.481037653972,,10816.480931135407,61.0,2706.0,3.6867205549802692e-09,3591.2313983533945,5869.341295925844,1.895,-0.018213130570452003,-31.292434958261097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
236,236,3,10817.068190614524,,10817.068074076204,49.0,2766.0,7.431004447897714e-09,3379.971802574458,5723.946211399881,1.895,1.38457080132964,-32.241619160028876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
241,241,3,10817.481038697371,,10817.480931135407,61.0,2866.0,7.16186208824415e-09,3591.2131818279872,5838.043028210493,1.895,-0.018238416041315,-31.335878561948014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
248,248,3,10818.068189709438,,10818.068074076204,49.0,2960.0,1.405612576873858e-08,3832.408834721131,5749.960254329069,1.895,1.387057542661145,-32.29952632294383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
253,253,3,10818.481045994351,,10818.480931135407,61.0,3043.0,3.0429170644057284e-09,3591.194964843672,5806.743972034141,1.895,-0.01821869187543,-31.30198997943603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260,260,3,10819.068185968381,,10819.068074076204,49.0,3136.0,1.400996644724072e-09,3361.0137943441214,5823.042753996278,1.895,1.38494806228523,-32.25040419583322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
265,265,3,10819.48104266667,,10819.480931135407,61.0,3205.0,2.062017378076002e-08,3591.1767431054445,5775.436748041799,1.895,-0.018167848896373,-31.21463538604115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
272,272,3,10820.068192920276,,10820.068074076204,49.0,3266.0,2.191713093450085e-09,3436.5210115976447,5612.0368173866955,1.895,2.712745690253487,-32.22395152905128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
277,277,3,10820.481050031922,,10820.480931135407,61.0,3334.0,1.294766695593396e-08,3591.268706826709,5744.140902399007,1.895,0.555181106574536,-31.24598062260953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
289,5,3,10800.43769866484,,10800.437587209975,7.0,71.0,4.67637244351708e-08,3609.398493800021,5446.803263828545,1.895,-3.5340577256506718,30.622234229193285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
290,6,3,10800.456257637588,,10800.456150335958,31.0,104.0,2.0721028028766264e-09,3596.8058614714364,5692.1134167356,1.895,1.2824674250276291,-29.864002810956773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
292,8,3,10800.582131121126,,10800.58201979124,25.0,137.0,1.1118575138555873e-08,3597.77049261071,5764.800892637684,1.895,-0.020161171020262002,-34.568847861282705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
296,12,3,10800.870128008477,,10800.870012145257,19.0,193.0,2.558748406248201e-09,3617.100033807479,5417.782781289675,1.895,4.9379503396949564,-39.87757802978829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298,14,3,10800.902716198256,,10800.902598471379,37.0,228.0,1.610332682555116e-09,3592.5475914203594,6044.106465394882,1.895,4.097280715384571,38.74899052793157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304,20,3,10801.437693916823,,10801.437587209975,7.0,284.0,2.781945291441871e-08,3605.873369762498,5477.348088600482,1.895,-3.533871393396689,30.620619680001727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305,21,3,10801.456265431936,,10801.456150335958,31.0,317.0,5.204709484344719e-08,3598.0910889609227,5662.1851420599705,1.895,1.282719421597081,-29.869870894753344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308,24,3,10801.670756476708,,10801.6706378737,43.0,381.0,4.092731234734346e-09,3825.1961086986253,5265.1973348684,1.895,3.057783376452038,-2.2014119284437212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
311,27,3,10801.87011867768,,10801.870012145257,19.0,410.0,2.4943876215580058e-08,3622.053411372471,5377.780617077725,1.895,4.947129899297883,-39.95170971986224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
318,34,3,10802.437700450528,,10802.437587209975,7.0,467.0,1.2316501230334422e-08,3603.260815074918,5507.988690204909,1.895,-2.516746861911964,30.722842233147297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
319,35,3,10802.456258520437,,10802.456150335958,31.0,493.0,3.550652933195709e-07,3599.8680687225988,5632.305432029379,1.895,2.507947203533661,-29.791207268132045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
321,37,3,10802.582131937424,,10802.58201979124,25.0,521.0,2.8264377377179025e-08,3599.907312274775,5696.761482470395,1.895,1.439896144434641,-33.56040398601323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
325,41,3,10802.870122918412,,10802.870012145257,19.0,573.0,4.2719994057236654e-09,3627.003043329184,5337.808701405376,1.895,4.940952624413968,-39.90182368532391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
332,48,3,10803.437704744792,,10803.437587209975,7.0,631.0,6.359354912207042e-09,3600.748307296057,5538.659784412973,1.895,-2.513008561419944,30.677207442506138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
333,49,3,10803.456262748316,,10803.456150335958,31.0,659.0,5.638619234395742e-08,3602.3790971430108,5602.477623842976,1.895,2.512383221802747,-29.84390149528553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
335,51,3,10803.582135803266,,10803.58201979124,25.0,689.0,2.873841281544046e-07,3601.336889391266,5663.441589404483,1.895,1.423817363474826,-33.1856475240909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
345,61,3,10804.456264699476,,10804.456150335958,31.0,817.0,8.631120781585044e-09,3604.8903207624435,5572.647496941699,1.895,2.512135442474528,-29.84095819356318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
347,63,3,10804.582137725423,,10804.58201979124,25.0,847.0,1.428720055451917e-08,3603.3237298505082,5630.548546019835,1.895,2.755088564557343,-32.72468568251772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
357,73,3,10805.456267047122,,10805.456150335958,31.0,957.0,6.4721943493165824e-09,3607.4017884206087,5542.81447117219,1.895,2.509995247896261,-29.815535417470507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
364,80,3,10806.068193059584,,10806.068074076204,49.0,1058.0,6.268082608222761e-09,3460.9746238263683,6106.5980358013185,1.895,-3.702477897933404,-32.14729983117567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
369,85,3,10806.437694046752,,10806.437587209975,7.0,1112.0,2.721095969187302e-09,3593.2135577479044,5630.639206395232,1.895,-2.514574139833162,30.6963190263213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
370,86,3,10806.456265838771,,10806.456150335958,31.0,1143.0,7.395353758588009e-09,3609.9127411706413,5512.987561853178,1.895,2.507657574800107,-29.78776684894064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
372,88,3,10806.582125862948,,10806.58201979124,25.0,1170.0,2.4231509448111482e-08,3608.768657155875,5565.874205991551,1.895,2.698335529628585,-32.05057841298574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
378,94,3,10807.068184618896,,10807.068074076204,49.0,1225.0,1.1573535674107853e-08,3709.2562618311167,5923.411693570368,1.895,-3.705587567007226,-32.174299982619985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
383,99,3,10807.437704648612,,10807.437587209975,7.0,1277.0,4.7711605635734665e-09,3591.4390525676604,5661.3547946546505,1.895,-1.2841689358281791,30.75685151452743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
384,100,3,10807.456263844924,,10807.456150335958,31.0,1305.0,5.94472960166861e-09,3612.424136365454,5483.155396855679,1.895,2.508756237362614,-29.800817555937677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
391,107,3,10808.06818915166,,10808.068074076204,49.0,1378.0,3.4887827311225085e-09,3719.573694492604,5889.471892754269,1.895,-3.6929962904219673,-32.0649744026161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397,113,3,10808.582128859696,,10808.58201979124,25.0,1476.0,1.848429971074324e-09,3614.121030579344,5502.299212362792,1.895,2.65807023913566,-31.57231103811899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
403,119,3,10809.0681806697,,10809.068074076204,49.0,1515.0,2.9094969630511348e-08,3584.674934207759,5720.030183954658,1.895,-2.140879851639126,-32.25954698321503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
408,124,3,10809.43769481828,,10809.437587209975,7.0,1571.0,2.33020780470495e-09,3588.873085163223,5722.811723137665,1.895,-1.2819627450792521,30.704011518648137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
415,131,3,10810.068181063769,,10810.068074076204,49.0,1653.0,2.1848984480506377e-07,3424.6526839606836,5879.310735046305,1.895,-2.141590472775269,-32.270254877873924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
420,136,3,10810.437701251652,,10810.437587209975,7.0,1715.0,4.962743064128347e-09,3587.736528964142,5753.527569958904,1.895,-0.28607726155537805,30.810100803636978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
421,137,3,10810.48103807452,,10810.480931135407,61.0,1765.0,7.319285949860349e-09,3603.8212773907912,6056.681579471081,1.895,-3.5773753621247453,-31.042290992963537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
423,139,3,10810.582127598063,,10810.58201979124,25.0,1790.0,1.8660413275038595e-09,3621.022575161762,5439.782211262866,1.895,3.853114047622987,-31.101644761460356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
429,145,3,10811.06819018897,,10811.068074076204,49.0,1831.0,4.681359032019903e-08,3834.2670674489905,5892.653065252803,1.895,-1.264056954836808,-32.285830398929306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
434,150,3,10811.437704444616,,10811.437587209975,7.0,1889.0,2.730129950715559e-09,3587.7066741397925,5784.298707763248,1.895,-0.029815722442925,30.730835769973197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
435,151,3,10811.481040800683,,10811.480931135407,61.0,1935.0,1.48367590321844e-07,3600.237255923474,6025.581617613179,1.895,-3.583234045112246,-31.093129086185357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
442,158,3,10812.068192270288,,10812.068074076204,49.0,1997.0,5.2261020594086304e-08,3557.3248781060324,6093.051290571653,1.895,-1.264312947455506,-32.292368818212076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
447,163,3,10812.437693579435,,10812.437587209975,7.0,2059.0,1.24224850801921e-08,3587.6768229632257,5815.066085826094,1.895,-0.02989665706919,30.81425446668914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
448,164,3,10812.481042582347,,10812.480931135407,61.0,2101.0,3.5122055292489463e-07,3597.296227051283,5994.416554877807,1.895,-2.071023978695735,-31.198583445122583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
455,171,3,10813.068179819567,,10813.068074076204,49.0,2173.0,1.0868316560766307e-08,3547.6141227320018,5800.003145843004,1.895,-0.018880067373202,-32.40527563540063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
460,176,3,10813.43769418234,,10813.437587209975,7.0,2227.0,2.390911381011911e-08,3587.6469919709716,5845.812660073549,1.895,-0.029878010806832004,30.79503590751018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
461,177,3,10813.481040800723,,10813.480931135407,61.0,2281.0,1.2410063058200891e-08,3595.2217534513943,5963.166005209307,1.895,-2.072732006574137,-31.22431373643697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
468,184,3,10814.06817994342,,10814.068074076204,49.0,2345.0,6.1349080157613215e-09,3732.1726309477667,6039.935032985667,1.895,-0.018841480657512,-32.33904636688297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
474,4,3,10816.456266187653,,10816.456150335958,31.0,2681.0,9.00750884026466e-07,3648.829928950166,5216.224769509742,1.895,4.656500993458658,-29.579364265260704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
476,6,3,10816.58212645484,,10816.58201979124,25.0,2727.0,1.6153530438591658e-08,3645.8497808324396,5256.385948034099,1.895,4.754562689788641,-30.202984126680505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
486,16,3,10817.456260682917,,10817.456150335958,31.0,2841.0,2.491463295938052e-07,3653.484801712205,5186.655748214518,1.895,4.654221138694702,-29.56488200603384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
488,18,3,10817.582133741547,,10817.58201979124,25.0,2887.0,4.509203404755692e-07,3650.5909455678006,5226.268073355199,1.895,4.740527274158122,-30.113825256920958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
490,20,3,10817.670750051313,,10817.6706378737,43.0,2908.0,7.251607766618478e-09,4027.505635305939,5271.215086616836,1.895,14.623607321691075,2.428070649638299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
493,23,3,10817.859504166112,,10817.859393710085,73.0,2931.0,1.499391146262325e-08,3645.213811116689,5183.568276108312,1.895,-4.875601263555774,31.25549640523347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
