,Unnamed: 0,duration_connection,service,source_bytes,destination_bytes,count,same_srv_rate,serror_rate,srv_serror_rate,dst_host_count,dst_host_srv_count,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_srv_serror_rate,flag,IDS_detection,malware_detection,ashula_detection,label,source_IP_address,source_port_number,destination_IP_address,destination_port_number,duration
49312,49312,1.268852,1,184,157216,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,5,0,-1,14114,4535,702,1091,1
50516,50516,1.832679,1,184,80385,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,355,3666,787,3671,1
50526,50526,3.303907,1,184,80386,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,14114,4537,787,3671,1
51930,51930,18.108685,1,183,157216,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,5,0,-1,355,3673,513,6012,1
58447,58447,7.364216,1,180,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,35,0,-1,355,3678,820,4828,1
60818,60818,180.906492,1,186,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,17,0,-1,355,3680,107,8049,1
61078,61078,180.052159,1,186,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,17,0,-1,14114,4559,107,8049,1
61195,61195,34.582277,1,182,166902,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,355,3682,153,4121,1
63648,63648,2.812119,2,2573,1584,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,9,21,3,4,-1,6062,1976,903,445,1
63653,63653,15.453188,2,1951,1019,0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,9,0,3,5,-1,6062,1983,903,445,1
64535,64535,4.327754,2,2573,1584,0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,9,44,3,4,-1,5095,3411,903,445,1
64540,64540,16.414002,2,1951,1019,0,0.0,0.0,1.0,2,2,0.0,0.0,0.0,9,0,3,5,-1,5095,3421,903,445,1
65757,65757,5.019477,1,185,157457,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,355,3687,66,6060,1
66923,66923,2.191443,1,182,159676,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,355,3692,875,6742,1
70334,70334,180.038974,1,184,160938,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,27,0,-1,355,3694,116,1201,1
70343,70343,180.046704,1,184,160938,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,27,0,-1,14114,4579,116,1201,1
71538,71538,5.377637,1,183,163606,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,14114,4587,422,9277,1
72771,72771,5.142395,1,180,166135,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,355,3699,321,3083,1
73358,73358,3.053457,1,185,165061,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,355,3701,655,5021,1
73789,73789,180.939969,1,183,163606,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,17,0,-1,14114,4593,422,9277,1
75710,75710,180.046799,1,179,171462,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,4,0,-1,355,3703,311,5634,1
76134,76134,3.515134,1,182,167411,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,355,3707,803,3449,1
77000,77000,2.576509,1,186,165067,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,14114,4602,60,3806,1
77180,77180,6.0776,1,183,160235,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,43,0,-1,355,3712,678,4634,1
77196,77196,4.64759,1,183,160235,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,43,0,-1,14114,4605,678,4634,1
82217,82217,2.666982,1,185,172395,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,19,0,-1,355,3714,596,5180,1
82230,82230,2.726456,1,185,172394,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,19,0,-1,14114,4611,596,5180,1
82899,82899,4.299993,1,184,162242,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,355,3719,746,9372,1
88709,88709,180.083706,1,182,170591,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,33,0,-1,355,3724,516,3442,1
98138,98138,2.542193,1,186,165067,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,14114,4637,60,3806,1
98905,98905,10.162554,1,180,164833,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,35,0,-1,355,3731,820,4828,1
99122,99122,2.476559,1,183,155276,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,39,0,-1,14114,4641,834,2384,1
102903,102903,4.686226,1,185,157457,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,355,3736,66,6060,1
102914,102914,4.682278,1,185,157457,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,14114,4651,66,6060,1
103071,103071,180.087921,1,179,171463,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,4,0,-1,355,3738,311,5634,1
103682,103682,2.075726,1,182,159676,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,355,3740,875,6742,1
103692,103692,2.131159,1,182,159676,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,14114,4655,875,6742,1
104660,104660,14.541262,1,182,158862,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,31,0,-1,355,3742,696,4541,1
105640,105640,7.672091,1,181,158954,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,355,3747,950,2541,1
106946,106946,7.026658,1,182,155277,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,39,0,-1,14114,4665,507,8168,1
107424,107424,4.65376,1,182,162980,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,12,0,-1,14114,4667,849,6330,1
107607,107607,9.7511,1,182,163432,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,25,0,-1,14114,4669,195,4976,1
111850,111850,2.016296,1,182,159677,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,355,3752,682,6062,1
112239,112239,5.84138,1,180,166135,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,355,3754,321,3083,1
112251,112251,4.934585,1,180,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,14114,4679,321,3083,1
113268,113268,3.073351,1,185,165062,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,355,3756,655,5021,1
113287,113287,3.04688,1,185,165061,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,14114,4681,655,5021,1
114385,114385,1.869608,1,182,162880,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,38,0,-1,355,3760,581,3254,1
114390,114390,1.793532,1,182,162879,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,38,0,-1,14114,4685,581,3254,1
115056,115056,0.90008,1,181,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,355,3762,289,2560,1
115833,115833,2.707351,1,182,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,355,3764,803,3449,1
115856,115856,2.631889,1,182,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,14114,4687,803,3449,1
126153,126153,4.439442,1,184,162241,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,355,3769,746,9372,1
126166,126166,4.559468,1,184,162241,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,14114,4699,746,9372,1
129089,129089,2.644689,2,2011,1023,3,1.0,0.0,0.5,4,5,0.0,0.0,0.0,9,21,3,4,-1,837,2147,903,139,1
135465,135465,2.621126,2,2011,1023,4,1.0,0.0,0.2,3,3,0.0,0.0,0.0,9,21,3,4,-1,837,3467,903,139,1
135632,135632,180.034042,1,182,170591,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,33,0,-1,355,3774,516,3442,1
135646,135646,180.052185,1,182,170591,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,33,0,-1,14114,4711,516,3442,1
138128,138128,180.892627,1,179,171462,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,4,0,-1,355,3779,311,5634,1
139248,139248,0.967816,1,185,166982,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,355,3781,508,6407,1
140983,140983,4.743872,1,184,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,355,3786,544,9586,1
141613,141613,180.926981,1,183,168595,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,7,0,-1,355,3788,353,1454,1
142671,142671,2.80208,1,180,72790,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,8,0,-1,355,3790,385,3053,1
143796,143796,2.45968,1,183,155276,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,39,0,-1,355,3792,834,2384,1
143811,143811,2.383833,1,183,155276,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,39,0,-1,14114,4733,834,2384,1
144080,144080,9.836227,1,184,164344,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,14114,4735,843,1563,1
145429,145429,2.596792,2,2011,1023,4,1.0,0.0,0.25,3,5,0.0,0.0,0.0,9,21,3,4,-1,837,2875,903,139,1
148974,148974,180.048442,1,179,171462,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,4,0,-1,355,3799,311,5634,1
150820,150820,10.406919,1,182,158861,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,31,0,-1,355,3801,696,4541,1
150920,150920,11.726583,1,182,158861,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,31,0,-1,14114,4749,696,4541,1
151784,151784,7.684118,1,181,158954,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,355,3803,950,2541,1
151803,151803,7.625563,1,181,158954,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,14114,4755,950,2541,1
153722,153722,14.460247,1,182,163432,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,25,0,-1,355,3808,195,4976,1
153737,153737,13.096986,1,182,163432,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,25,0,-1,14114,4763,195,4976,1
155000,155000,180.028823,1,185,168182,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,2,0,-1,14114,4767,441,6357,1
156024,156024,2.537559,2,2011,1023,4,1.0,0.0,0.56,3,4,0.0,0.0,0.0,9,21,3,4,-1,837,2077,903,139,1
156627,156627,34.604541,5,42132,175,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,9,9,44,0,-1,14829,60026,566,25,1
156707,156707,14.707918,5,41801,175,0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,9,0,44,0,-1,14829,60077,566,25,1
156714,156714,14.350185,5,41527,175,1,1.0,0.0,0.0,2,3,0.0,0.0,0.0,9,0,44,0,-1,14829,60078,566,25,1
156728,156728,9.029495,5,42120,175,1,1.0,0.0,0.0,3,4,0.0,0.0,0.0,9,38,44,0,-1,14829,60080,566,25,1
158326,158326,180.041195,1,179,171462,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,4,0,-1,355,3813,311,5634,1
158830,158830,1.97099,1,182,159677,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,355,3815,682,6062,1
158839,158839,1.937879,1,182,159676,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,14114,4777,682,6062,1
159792,159792,0.98351,1,181,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,355,3819,289,2560,1
159797,159797,0.925298,1,181,167411,1,1.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,14114,4781,289,2560,1
163307,163307,4.561002,1,182,158959,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,355,3824,236,6130,1
163471,163471,4.608331,1,184,162879,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,14114,4793,963,7656,1
163711,163711,180.062365,1,184,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,17,0,-1,355,3826,284,3615,1
164189,164189,2.708997,1,184,160219,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,2,0,-1,14114,4795,225,5847,1
164688,164688,2.508857,2,2011,1023,4,1.0,0.0,0.0,3,7,0.0,0.0,0.0,9,21,3,4,-1,837,1374,903,139,1
165028,165028,2.049804,1,183,159676,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,355,3828,220,5514,1
169700,169700,2.844099,1,180,72790,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,8,0,-1,355,3836,385,3053,1
169708,169708,2.786461,1,180,72790,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,8,0,-1,14114,4811,385,3053,1
170839,170839,180.056724,1,184,163607,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,17,0,-1,14114,4817,797,9277,1
172936,172936,4.647367,1,183,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,14114,4823,211,4247,1
172943,172943,0.887637,1,185,166982,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,355,3838,508,6407,1
172950,172950,0.912601,1,185,166982,1,1.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,14114,4825,508,6407,1
173695,173695,2.612488,2,2011,1023,4,1.0,0.0,0.5,3,5,0.0,0.0,0.0,9,21,3,4,-1,837,4592,903,139,1
173712,173712,4.761253,1,184,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,355,3840,544,9586,1
173728,173728,4.754109,1,184,166135,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,14114,4829,544,9586,1
177603,177603,31.764284,5,40876,175,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,10,44,0,-1,6267,51318,356,25,1
177816,177816,33.047928,5,41598,175,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,9,11,44,0,-1,6267,51446,356,25,1
177823,177823,31.189292,5,40961,175,1,1.0,0.0,0.0,2,2,0.0,0.0,0.0,9,38,44,0,-1,6267,51447,356,25,1
177831,177831,30.858399,5,41577,175,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,9,0,44,0,-1,6267,51456,356,25,1
178227,178227,10.75348,1,183,168595,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,7,0,-1,355,3848,353,1454,1
178269,178269,180.078691,1,183,168596,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,7,0,-1,14114,4844,353,1454,1
182112,182112,180.976626,1,179,171462,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,4,0,-1,355,3853,311,5634,1
186884,186884,180.054503,1,182,168182,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,2,0,-1,14114,4854,415,6357,1
187144,187144,5.148142,1,181,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,40,0,-1,355,4571,752,6396,1
189480,189480,2.538763,2,2011,1023,4,1.0,0.0,0.17,3,3,0.0,0.0,0.0,9,21,3,4,-1,837,4255,903,139,1
200763,200763,7.879742,1,182,166327,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,13,0,-1,355,4581,55,8561,1
206280,206280,2.530945,2,2011,1023,3,1.0,0.0,0.5,3,3,0.0,0.0,0.0,9,21,3,4,-1,837,3691,903,139,1
206765,206765,4.61086,1,184,162879,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,355,4588,963,7656,1
206789,206789,4.58223,1,184,162879,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,14114,4884,963,7656,1
208317,208317,2.789471,1,184,160218,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,2,0,-1,355,4590,225,5847,1
208346,208346,2.78774,1,184,160218,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,2,0,-1,14114,4886,225,5847,1
210423,210423,2.04269,1,183,159676,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,9,0,34,0,-1,355,4592,220,5514,1
210438,210438,2.176998,1,183,159677,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,9,0,34,0,-1,14114,4890,220,5514,1
211593,211593,5.277499,1,185,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,355,4594,377,3565,1
211692,211692,180.693824,1,184,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,17,0,-1,355,4596,284,3615,1
211706,211706,180.78627,1,184,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,17,0,-1,14114,4892,284,3615,1
212085,212085,2.579882,1,183,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,14114,4895,613,6586,1
212135,212135,180.046146,1,181,168595,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,7,0,-1,14114,4897,302,3853,1
215901,215901,6.429549,1,187,174413,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,18,0,-1,14114,4900,238,3550,1
220797,220797,4.591548,1,182,158959,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,355,4601,236,6130,1
220875,220875,4.266493,1,182,158959,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,14114,4908,236,6130,1
223607,223607,8.620253,1,187,167489,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,41,0,-1,14114,4910,340,1097,1
239871,239871,180.051932,1,187,167489,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,41,0,-1,14114,4920,340,1097,1
241265,241265,2.632189,2,2011,1023,4,1.0,0.0,0.17,3,3,0.0,0.0,0.0,9,22,3,4,-1,837,3083,903,139,1
242572,242572,180.046742,1,185,164833,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,17,0,-1,355,4606,377,3565,1
265232,265232,4.837587,1,181,157980,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,14114,4928,49,5183,1
283832,283832,2.963222,1,183,168182,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,14114,4938,354,2774,1
292731,292731,4.872332,1,183,157216,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,5,0,-1,355,4613,273,4754,1
310879,310879,2.614067,2,2011,1023,4,1.0,0.0,0.55,3,3,0.0,0.0,0.0,9,21,3,4,-1,837,2681,903,139,1
329578,329578,4.401357,1,183,158773,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,42,0,-1,14114,4958,756,2507,1
342988,342988,5.089933,1,181,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,40,0,-1,355,4625,752,6396,1
343084,343084,5.034464,1,181,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,40,0,-1,14114,4962,752,6396,1
351220,351220,180.049129,1,179,171462,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2,0,4,0,-1,355,4632,311,5634,1
354017,354017,180.044726,1,181,167489,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,41,0,-1,14114,4972,360,4233,1
373178,373178,17.893642,1,182,166326,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,13,0,-1,355,4639,55,8561,1
373292,373292,10.827382,1,182,166327,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,13,0,-1,14114,4984,55,8561,1
3418,3418,2.39788,3,183,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,18,0,-1,412,4644,596,6586,1
3472,3472,2.472985,3,183,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,18,0,-1,14589,4994,596,6586,1
