,Unnamed: 0,type,rcvTime,sendTime,sender,messageID,RSSI,pos_0,pos_1,pos_2,spd_0,spd_1,spd_2,type_attack
38,38,3,10802.582132323316,10802.58201979124,25.0,521.0,2.881128424272722e-09,3599.907312274775,5696.761482470395,1.895,1.439896144434641,-33.56040398601323,0.0,1
40,40,3,10802.670747302518,10802.6706378737,43.0,549.0,2.2725860453197123e-09,3829.3667362201413,5262.327980580308,1.895,5.060284391720792,-3.481430226852285,0.0,1
43,43,3,10802.870122519931,10802.870012145257,19.0,573.0,1.2636524391687682e-08,3627.003043329184,5337.808701405376,1.895,4.940952624413968,-39.90182368532391,0.0,1
49,49,3,10803.39289933027,10803.392784793165,13.0,603.0,2.657969852846446e-09,3588.263021778535,5658.4090838301045,1.895,-1.620634026797085,38.77583958314621,0.0,1
51,51,3,10803.456262756155,10803.456150335958,31.0,659.0,1.3915845238560861e-08,3602.3790971430108,5602.477623842976,1.895,2.512383221802747,-29.84390149528553,0.0,1
53,53,3,10803.58213616369,10803.58201979124,25.0,689.0,2.6586320624373185e-08,3601.336889391266,5663.441589404483,1.895,1.423817363474826,-33.1856475240909,0.0,1
55,55,3,10803.670746161344,10803.6706378737,43.0,717.0,5.475727458603991e-09,3835.37483477866,5258.194462716815,1.895,6.940681231823946,-4.775126369369575,0.0,1
58,58,3,10803.870121474632,10803.870012145257,19.0,741.0,1.2539642621820181e-08,3632.6264555128014,5297.923544243891,1.895,6.251120541940336,-39.70526627774028,0.0,1
64,64,3,10804.392901241848,10804.392784793165,13.0,765.0,4.483333842127911e-09,3586.64159530315,5697.203883806994,1.895,-1.621225568545202,38.789993011627246,0.0,1
66,66,3,10804.456264291484,10804.456150335958,31.0,817.0,2.451456254e-06,3604.8903207624435,5572.647496941699,1.895,2.512135442474528,-29.84095819356318,0.0,1
68,68,3,10804.582137665624,10804.58201979124,25.0,847.0,3.16802267749547e-08,3603.3237298505082,5630.548546019835,1.895,2.755088564557343,-32.72468568251772,0.0,1
72,72,3,10804.870128356044,10804.870012145257,19.0,887.0,6.410092893505881e-09,3638.8903273693572,5258.137285392278,1.895,6.264281173056467,-39.788858708809975,0.0,1
78,78,3,10805.392903190806,10805.392784793165,13.0,907.0,2.244049461036279e-09,3585.0196044733407,5736.012186719338,1.895,-1.621549823375411,38.79775124279594,0.0,1
80,80,3,10805.456266580086,10805.456150335958,31.0,957.0,1.452820938322101e-07,3607.4017884206087,5542.81447117219,1.895,2.509995247896261,-29.815535417470507,0.0,1
82,82,3,10805.5821266196,10805.58201979124,25.0,985.0,2.693800293e-06,3606.059551231734,5598.052714148646,1.895,2.725295613140606,-32.370807777026926,0.0,1
84,84,3,10805.670756117208,10805.6706378737,43.0,1009.0,2.2534984104546233e-09,3853.5873140583844,5247.215126140976,1.895,12.062131188983306,-4.818241963705452,0.0,1
87,87,3,10805.870118669667,10805.870012145257,19.0,1029.0,5.531704587413733e-09,3645.154262273462,5218.35062608131,1.895,6.248190670164705,-39.686656599992176,0.0,1
90,90,3,10806.068193540148,10806.068074076204,49.0,1058.0,4.616576897553594e-09,442.8266387898475,2897.3213968565688,1.895,-3.702477897933404,-32.14729983117567,0.0,1
94,94,3,10806.392901551832,10806.392784793165,13.0,1079.0,1.924112247636291e-09,3584.4157817031723,5774.86769348827,1.895,-0.037707722490183004,38.905667826790285,0.0,1
96,96,3,10806.456265344588,10806.456150335958,31.0,1143.0,1.9752812574800083e-08,3609.9127411706413,5512.987561853178,1.895,2.507657574800107,-29.78776684894064,0.0,1
98,98,3,10806.582125367682,10806.58201979124,25.0,1170.0,3.9860940511096135e-09,3608.768657155875,5565.874205991551,1.895,2.698335529628585,-32.05057841298574,0.0,1
104,104,3,10807.06818512691,10807.068074076204,49.0,1225.0,1.8597932726230155e-09,6104.116453807801,1752.0790824200958,1.895,-3.705587567007226,-32.174299982619985,0.0,1
110,110,3,10807.582136345898,10807.58201979124,25.0,1331.0,1.616694201230347e-09,3611.454690865074,5533.969747457286,1.895,2.67702159308707,-31.79741345744395,0.0,1
116,116,3,10808.068189686735,10808.068074076204,49.0,1378.0,3.627628339004348e-09,36.871843012049794,4471.975481603295,1.895,-3.6929962904219673,-32.0649744026161,0.0,1
121,121,3,10808.456268288215,10808.456150335958,31.0,1450.0,1.220678981472987e-08,3616.010229045259,5453.41877885493,1.895,3.677503746123922,-29.691351282252537,0.0,1
123,123,3,10808.582128309492,10808.58201979124,25.0,1472.0,5.827475029307336e-09,3614.121030579344,5502.299212362792,1.895,2.65807023913566,-31.57231103811899,0.0,1
129,129,3,10809.068181231149,10809.068074076204,49.0,1511.0,2.3491796338720363e-08,9755.434824405238,7734.696526662447,1.895,-2.140879851639126,-32.25954698321503,0.0,1
133,133,3,10809.39290224264,10809.392784793165,13.0,1543.0,5.4044423033381415e-09,3584.6276482153576,5891.452273086082,1.895,1.655923623283511,38.79711963842775,0.0,1
135,135,3,10809.456267248695,10809.456150335958,31.0,1591.0,1.2332476375965153e-08,3619.6917626302666,5423.694891545467,1.895,3.676236243922362,-29.68111775003667,0.0,1
137,137,3,10809.582127269605,10809.58201979124,25.0,1611.0,1.13678528360176e-08,3617.168449393162,5470.892022454396,1.895,3.868788020185736,-31.2281622537075,0.0,1
143,143,3,10810.068188094108,10810.068074076204,49.0,1670.0,2.8378423299476013e-08,13366.686042537913,5846.48944309447,1.895,-2.141590472775269,-32.270254877873924,0.0,1
148,148,3,10810.456260418976,10810.456150335958,31.0,1761.0,4.629127895873488e-09,3623.370838316425,5393.990848767289,1.895,3.684743397272883,-29.749802623253508,0.0,1
150,150,3,10810.582133439812,10810.58201979124,25.0,1782.0,2.064400070940189e-09,3621.022575161762,5439.782211262866,1.895,3.853114047622987,-31.101644761460356,0.0,1
153,153,3,10810.79737405738,10810.797257999004,61.0,1821.0,4.960113685223969e-09,3602.746652939005,6047.356641055703,1.895,-3.575568575345675,-31.026612794489772,0.0,1
157,157,3,10811.068183994286,10811.068074076204,49.0,1846.0,1.633042205355178e-09,4972.388747539371,6666.330235893838,1.895,-1.264056954836808,-32.285830398929306,0.0,1
161,161,3,10811.392892261496,10811.392784793165,13.0,1883.0,8.677626709737408e-09,3589.1626570628237,5969.03450871884,1.895,2.882762211234023,38.7704133659448,0.0,1
169,169,3,10812.068186748496,10812.068074076204,49.0,2010.0,4.8319723735747336e-08,5344.110239455476,30.786288669332862,1.895,-1.264312947455506,-32.292368818212076,0.0,1
173,173,3,10812.3928954873,10812.392784793165,13.0,2047.0,1.3228104174361081e-08,3592.0433638806035,6007.777278995266,1.895,2.885794192183747,38.811190629598514,0.0,1
176,176,3,10812.582132902942,10812.58201979124,25.0,2114.0,6.012275898313301e-09,3628.6679040107692,5378.070489521054,1.895,3.806090333245026,-30.722077782162152,0.0,1
179,179,3,10812.797366623496,10812.797257999004,61.0,2153.0,5.149950976820995e-09,3596.6745090507043,5985.050791313529,1.895,-2.073443511273297,-31.23503207626775,0.0,1
183,183,3,10813.068189563284,10813.068074076204,49.0,2178.0,1.970288371836656e-07,8186.903485544026,1221.9314851099625,1.895,-0.018880067373202,-32.40527563540063,0.0,1
187,187,3,10813.392898773376,10813.392784793165,13.0,2211.0,7.64547828219887e-09,3596.1129651403676,6046.435887419441,1.895,4.084638355084353,38.65489588513223,0.0,1
189,189,3,10813.456265395256,10813.456150335958,31.0,2269.0,2.114384005853276e-09,3634.8602939145794,5304.963701156254,1.895,4.657044367540613,-29.582815925626107,0.0,1
191,191,3,10813.582138415788,10813.58201979124,25.0,2290.0,3.836207985772748e-09,3632.4644460729223,5347.425483668742,1.895,3.7962315244977303,-30.64249924811416,0.0,1
194,194,3,10813.797369495896,10813.797257999004,61.0,2329.0,3.85345662967346e-08,3594.5991699083906,5953.787202830492,1.895,-2.071028053292131,-31.198644826212284,0.0,1
198,198,3,10814.068179716638,10814.068074076204,49.0,2354.0,1.7523879829297424e-08,6487.035534130409,6722.814598819241,1.895,-0.018841480657512,-32.33904636688297,0.0,1
204,204,3,10814.58213892141,10814.58201979124,25.0,2427.0,1.687095503597051e-09,3636.3241586280546,5316.89671106465,1.895,4.307119972974389,-30.478126163277203,0.0,1
207,207,3,10814.797374207255,10814.797257999004,61.0,2462.0,2.7721404203861293e-08,3592.7404941118975,5922.527675250938,1.895,-1.222356127910655,-31.2882648652568,0.0,1
211,211,3,10815.068184847218,10815.068074076204,49.0,2486.0,7.017804756506532e-08,8584.698297996074,10049.070047796704,1.895,-0.018858533199464,-32.36831492357987,0.0,1
219,219,3,10815.797368956488,10815.797257999004,61.0,2591.0,2.0338042313239145e-07,3591.5183931636902,5891.245942140201,1.895,-1.219627614401835,-31.21842396422716,0.0,1
223,223,3,10816.068179848928,10816.068074076204,49.0,2615.0,1.236868828445968e-08,3618.737345393747,10593.710422283038,1.895,-0.01883275626299,-32.32407202861638,0.0,1
231,231,3,10816.797364368773,10816.797257999004,61.0,2762.0,3.001724139669521e-08,3591.2259319411296,5859.949316352853,1.895,-0.018196104412433002,-31.26318189457397,0.0,1
235,235,3,10817.06818826832,10817.068074076204,49.0,2783.0,8.218898422093216e-09,5777.735432498157,10298.398787388578,1.895,1.38457080132964,-32.241619160028876,0.0,1
243,243,3,10817.797373201676,10817.797257999004,61.0,2931.0,2.9082179389646313e-09,3591.2077241316338,5828.666023663418,1.895,-0.018172951015838,-31.223401460996584,0.0,1
247,247,3,10818.068184108077,10818.068074076204,49.0,2956.0,1.330734601884247e-08,8859.646800393239,2847.604633308947,1.895,1.387057542661145,-32.29952632294383,0.0,1
255,255,3,10818.79736945504,10818.797257999004,61.0,3111.0,1.2451405772175e-08,3591.18950092431,5797.356275580084,1.895,-0.018192008508085,-31.256144614860876,0.0,1
269,269,3,10820.068188132906,10820.068074076204,49.0,3271.0,2.520721928924864e-09,3012.043183129281,9451.8949277699,1.895,2.712745690253487,-32.22395152905128,0.0,1
277,277,3,10820.7973743065,10820.797257999004,61.0,3372.0,2.935964642504888e-09,3591.6720395129255,5734.757243984996,1.895,1.344409627191814,-31.278101530588238,0.0,1
286,5,3,10800.43769866484,10800.437587209975,7.0,71.0,4.67637244351708e-08,3609.398493800021,5446.803263828545,1.895,-3.5340577256506718,30.622234229193285,0.0,1
287,6,3,10800.456257637588,10800.456150335958,31.0,104.0,2.072102802876626e-09,3596.8058614714364,5692.1134167356,1.895,1.2824674250276291,-29.864002810956773,0.0,1
289,8,3,10800.582131121126,10800.58201979124,25.0,137.0,1.1118575138555871e-08,3597.77049261071,5764.800892637684,1.895,-0.020161171020262002,-34.568847861282705,0.0,1
293,12,3,10800.870128008475,10800.870012145257,19.0,193.0,2.558748406248201e-09,3617.100033807479,5417.782781289675,1.895,4.9379503396949564,-39.87757802978829,0.0,1
295,14,3,10800.902716198256,10800.90259847138,37.0,228.0,1.610332682555116e-09,3592.5475914203594,6044.106465394882,1.895,4.097280715384571,38.74899052793157,0.0,1
301,20,3,10801.437693916823,10801.437587209975,7.0,284.0,2.7819452914418714e-08,3605.873369762498,5477.348088600482,1.895,-3.533871393396689,30.620619680001727,0.0,1
302,21,3,10801.456265431936,10801.456150335958,31.0,317.0,5.204709484344719e-08,3598.0910889609227,5662.1851420599705,1.895,1.282719421597081,-29.869870894753344,0.0,1
305,24,3,10801.670756476708,10801.6706378737,43.0,381.0,4.092731234734347e-09,3825.1961086986253,5265.1973348684,1.895,3.057783376452038,-2.2014119284437212,0.0,1
308,27,3,10801.87011867768,10801.870012145257,19.0,410.0,2.494387621558006e-08,3622.053411372471,5377.780617077725,1.895,4.947129899297883,-39.95170971986224,0.0,1
315,34,3,10802.437700450528,10802.437587209975,7.0,467.0,1.231650123033442e-08,3603.260815074918,5507.988690204909,1.895,-2.516746861911964,30.722842233147297,0.0,1
316,35,3,10802.456258520437,10802.456150335958,31.0,493.0,3.55065293319571e-07,3599.8680687225988,5632.305432029379,1.895,2.507947203533661,-29.791207268132045,0.0,1
318,37,3,10802.582131937424,10802.58201979124,25.0,521.0,2.8264377377179025e-08,3599.907312274775,5696.761482470395,1.895,1.439896144434641,-33.56040398601323,0.0,1
322,41,3,10802.870122918412,10802.870012145257,19.0,573.0,4.2719994057236654e-09,3627.003043329184,5337.808701405376,1.895,4.940952624413968,-39.90182368532391,0.0,1
329,48,3,10803.437704744792,10803.437587209975,7.0,631.0,6.359354912207042e-09,3600.748307296057,5538.659784412973,1.895,-2.513008561419944,30.677207442506138,0.0,1
330,49,3,10803.456262748316,10803.456150335958,31.0,659.0,5.6386192343957436e-08,3602.3790971430108,5602.477623842976,1.895,2.512383221802747,-29.84390149528553,0.0,1
332,51,3,10803.582135803266,10803.58201979124,25.0,689.0,2.873841281544046e-07,3601.336889391266,5663.441589404483,1.895,1.423817363474826,-33.1856475240909,0.0,1
342,61,3,10804.456264699476,10804.456150335958,31.0,817.0,8.631120781585044e-09,3604.8903207624435,5572.647496941699,1.895,2.512135442474528,-29.84095819356318,0.0,1
344,63,3,10804.582137725423,10804.58201979124,25.0,847.0,1.4287200554519172e-08,3603.3237298505082,5630.548546019835,1.895,2.755088564557343,-32.72468568251772,0.0,1
354,73,3,10805.456267047122,10805.456150335958,31.0,957.0,6.4721943493165824e-09,3607.4017884206087,5542.81447117219,1.895,2.509995247896261,-29.815535417470507,0.0,1
361,80,3,10806.068193059584,10806.068074076204,49.0,1058.0,6.512497611780678e-09,442.8266387898475,2897.3213968565688,1.895,-3.702477897933404,-32.14729983117567,0.0,1
366,85,3,10806.437694046752,10806.437587209975,7.0,1112.0,2.727124246782359e-09,3593.2135577479044,5630.639206395232,1.895,-2.514574139833162,30.6963190263213,0.0,1
367,86,3,10806.456265838771,10806.456150335958,31.0,1143.0,6.186538250141165e-09,3609.9127411706413,5512.987561853178,1.895,2.507657574800107,-29.78776684894064,0.0,1
369,88,3,10806.582125862948,10806.58201979124,25.0,1170.0,2.2237286644619543e-08,3608.768657155875,5565.874205991551,1.895,2.698335529628585,-32.05057841298574,0.0,1
375,94,3,10807.068184618896,10807.068074076204,49.0,1225.0,1.144218515169203e-08,6104.116453807801,1752.0790824200958,1.895,-3.705587567007226,-32.174299982619985,0.0,1
380,99,3,10807.437704648612,10807.437587209975,7.0,1277.0,4.941410247032384e-09,3591.4390525676604,5661.3547946546505,1.895,-1.2841689358281791,30.75685151452743,0.0,1
381,100,3,10807.456263844924,10807.456150335958,31.0,1305.0,5.930936019814042e-09,3612.424136365454,5483.155396855679,1.895,2.508756237362614,-29.800817555937677,0.0,1
388,107,3,10808.06818915166,10808.068074076204,49.0,1378.0,3.458062336279692e-09,36.871843012049794,4471.975481603295,1.895,-3.6929962904219673,-32.0649744026161,0.0,1
394,113,3,10808.582128859696,10808.58201979124,25.0,1472.0,1.745376133127976e-09,3614.121030579344,5502.299212362792,1.895,2.65807023913566,-31.57231103811899,0.0,1
400,119,3,10809.0681806697,10809.068074076204,49.0,1511.0,3.2811978426350496e-08,9755.434824405238,7734.696526662447,1.895,-2.140879851639126,-32.25954698321503,0.0,1
405,124,3,10809.43769481828,10809.437587209975,7.0,1567.0,2.1056343394038673e-09,3588.873085163223,5722.811723137665,1.895,-1.2819627450792521,30.704011518648137,0.0,1
409,128,3,10809.797364576238,10809.797257999004,61.0,1649.0,1.703296011061453e-08,3606.329015030711,6078.442203859725,1.895,-3.584228525497044,-31.101758583051392,0.0,1
413,132,3,10810.068187508736,10810.068074076204,49.0,1670.0,2.544415921843746e-07,13366.686042537913,5846.48944309447,1.895,-2.141590472775269,-32.270254877873924,0.0,1
418,137,3,10810.43769469662,10810.437587209975,7.0,1732.0,4.9186002828219634e-09,3587.736528964142,5753.527569958904,1.895,-0.28607726155537805,30.810100803636978,0.0,1
420,139,3,10810.58213404303,10810.58201979124,25.0,1782.0,1.752173577938666e-09,3621.022575161762,5439.782211262866,1.895,3.853114047622987,-31.101644761460356,0.0,1
423,142,3,10810.797373449395,10810.797257999004,61.0,1821.0,3.4319092084895314e-08,3602.746652939005,6047.356641055703,1.895,-3.575568575345675,-31.026612794489772,0.0,1
427,146,3,10811.068183635029,10811.068074076204,49.0,1846.0,5.113660916908608e-08,4972.388747539371,6666.330235893838,1.895,-1.264056954836808,-32.285830398929306,0.0,1
432,151,3,10811.437697890677,10811.437587209975,7.0,1908.0,2.7081082990782072e-09,3587.7066741397925,5784.298707763248,1.895,-0.029815722442925,30.730835769973197,0.0,1
436,155,3,10811.797363177271,10811.797257999004,61.0,1989.0,4.969898525191161e-07,3599.1624689852924,6016.255269239537,1.895,-3.573241467322013,-31.00641956421738,0.0,1
440,159,3,10812.068186834056,10812.068074076204,49.0,2010.0,5.1277621764858164e-08,5344.110239455476,30.786288669332862,1.895,-1.264312947455506,-32.292368818212076,0.0,1
445,164,3,10812.437701143204,10812.437587209975,7.0,2072.0,1.3164976149708132e-08,3587.6768229632257,5815.066085826094,1.895,-0.02989665706919,30.81425446668914,0.0,1
449,168,3,10812.7973662142,10812.797257999004,61.0,2153.0,1.7673752981274864e-07,3596.6745090507043,5985.050791313529,1.895,-2.073443511273297,-31.23503207626775,0.0,1
453,172,3,10813.068190093323,10813.068074076204,49.0,2178.0,1.2397357926945652e-08,8186.903485544026,1221.9314851099625,1.895,-0.018880067373202,-32.40527563540063,0.0,1
458,177,3,10813.437704456095,10813.437587209975,7.0,2236.0,2.2693092421311263e-08,3587.6469919709716,5845.812660073549,1.895,-0.029878010806832004,30.79503590751018,0.0,1
462,181,3,10813.797369526395,10813.797257999004,61.0,2329.0,6.61398064909471e-08,3594.5991699083906,5953.787202830492,1.895,-2.071028053292131,-31.198644826212284,0.0,1
466,185,3,10814.068180412842,10814.068074076204,49.0,2354.0,5.966990396604506e-09,6487.035534130409,6722.814598819241,1.895,-0.018841480657512,-32.33904636688297,0.0,1
472,4,3,10816.456266187652,10816.456150335958,31.0,2698.0,9.76331408134292e-07,3648.829928950166,5216.224769509742,1.895,4.656500993458658,-29.579364265260704,0.0,1
474,6,3,10816.58212645484,10816.58201979124,25.0,2723.0,7.706234015883716e-08,3645.8497808324396,5256.385948034099,1.895,4.754562689788641,-30.202984126680505,0.0,1
484,16,3,10817.456260682917,10817.456150335958,31.0,2862.0,1.660610860153125e-07,3653.484801712205,5186.655748214518,1.895,4.654221138694702,-29.56488200603384,0.0,1
486,18,3,10817.582133741547,10817.58201979124,25.0,2887.0,4.1715119431178493e-07,3650.5909455678006,5226.268073355199,1.895,4.740527274158122,-30.113825256920958,0.0,1
488,20,3,10817.670755626332,10817.6706378737,43.0,2908.0,4.27168589683925e-09,4027.505635305939,5271.215086616836,1.895,14.623607321691075,2.428070649638299,0.0,1
493,25,3,10818.06818464584,10818.068074076204,49.0,2956.0,5.698428253687184e-09,8859.646800393239,2847.604633308947,1.895,1.387057542661145,-32.29952632294383,0.0,1
494,26,3,10818.089654975543,10818.08954850426,73.0,2985.0,7.34756395335274e-08,3644.242959167496,5189.792013031762,1.895,-4.858861315371173,31.148183406892414,0.0,1
500,32,3,10818.582135343073,10818.58201979124,25.0,3068.0,3.717450798070404e-08,3655.3238531280963,5196.202651729016,1.895,4.734727146115101,-30.076980401452094,0.0,1
506,38,3,10819.068186487024,10819.068074076204,49.0,3128.0,3.271807480703998e-09,10035.49477390945,8988.18984546233,1.895,1.38494806228523,-32.25040419583322,0.0,1
507,39,3,10819.089656807011,10819.08954850426,73.0,3157.0,1.249491136279721e-07,3639.4101734515334,5220.773036377863,1.895,-4.821899049992597,30.911233359048094,0.0,1
515,47,3,10819.797371900717,10819.797257999004,61.0,3251.0,1.9622138418517035e-09,3591.171281160329,5766.052443590187,1.895,-0.018171552392194,-31.22099845479873,0.0,1
519,51,3,10820.068187836492,10820.068074076204,49.0,3271.0,6.074948636053452e-09,3012.043183129281,9451.8949277699,1.895,2.712745690253487,-32.22395152905128,0.0,1
520,52,3,10820.089658147774,10820.08954850426,73.0,3299.0,7.792419642135271e-09,3634.5991109015927,5251.614801343139,1.895,-4.809963305945165,30.83471815917319,0.0,1
531,63,3,10821.068184088928,10821.068074076204,49.0,3392.0,1.4662857362524433e-08,12086.649674354121,6248.555368045345,1.895,2.7165397637689033,-32.26902027302155,0.0,1
532,64,3,10821.08965439275,10821.08954850426,73.0,3412.0,5.0457818469559645e-08,3629.817710568016,5282.266413905291,1.895,-4.77861716093192,30.63377077445701,0.0,1
540,72,3,10821.7973648518,10821.797257999004,61.0,3495.0,4.005991170447826e-09,3593.017317947,5703.45892939633,1.895,1.343860057738824,-31.265315629028866,0.0,1
544,76,3,10822.068179918864,10822.068074076204,49.0,3515.0,2.686792283204648e-08,1389.2969601228833,2429.9679646501318,1.895,2.709881378329772,-32.18992716439828,0.0,1
545,77,3,10822.08966321626,10822.08954850426,73.0,3535.0,3.4373116370301175e-08,3625.0529976644757,5312.81105014159,1.895,-4.7521017263424135,30.46379110925367,0.0,1
553,85,3,10822.79737326714,10822.797257999004,61.0,3614.0,1.172611576616408e-08,3594.3617674178395,5672.179900891088,1.895,1.345585177215623,-31.305451061699316,0.0,1
557,89,3,10823.089658618755,10823.08954850426,73.0,3650.0,6.924296437689976e-08,3621.333361591689,5343.388904080526,1.895,-3.523247238748216,30.528562510223942,0.0,1
565,97,3,10823.79736826145,10823.797257999004,61.0,3729.0,2.3657195484414153e-08,3595.8357857061696,5640.912589252547,1.895,2.022284650480359,-31.26251550681803,0.0,1
569,101,3,10824.068191199887,10824.068074076204,49.0,3753.0,1.217724573888463e-07,10115.466407500207,5766.81563956663,1.895,2.708995533075764,-32.1794044549768,0.0,1
570,102,3,10824.089661485958,10824.08954850426,73.0,3777.0,3.6243115134208614e-08,3617.8164807075573,5373.862302805264,1.895,-3.513904631677985,30.447609813854736,0.0,1
578,110,3,10824.797370720557,10824.797257999004,61.0,3860.0,1.64774461331301e-08,3598.4603750779643,5609.733686483112,1.895,2.621897141870396,-31.14692032829955,0.0,1
582,114,3,10825.06818577063,10825.068074076204,49.0,3880.0,7.54588380996651e-07,3516.687919087708,9822.575641097501,1.895,3.981179014746676,-32.1431581868712,0.0,1
583,115,3,10825.089656049626,10825.08954850426,73.0,3904.0,1.208054113971801e-07,3614.307537209898,5404.266924920619,1.895,-3.5003094628491063,30.329809122226987,0.0,1
591,123,3,10825.797370937313,10825.797257999004,61.0,3984.0,1.054925471510724e-08,3601.0862621364754,5578.539367798186,1.895,2.6232428984914202,-31.162907291955722,0.0,1
595,127,3,10826.068181158056,10826.068074076204,49.0,4009.0,7.493072402869994e-08,11944.442569119856,6798.137794714421,1.895,3.973046455493239,-32.077497703487,0.0,1
596,128,3,10826.0896641791,10826.08954850426,73.0,4034.0,4.136125951175491e-07,3610.814039945125,5434.537707071231,1.895,-3.491500530400829,30.253480659683177,0.0,1
604,136,3,10826.797372598072,10826.797257999004,61.0,4116.0,3.1810566499946e-08,3603.711447437917,5547.353385661323,1.895,2.621709962042922,-31.144696718906438,0.0,1
608,140,3,10827.0681887328,10827.068074076204,49.0,4137.0,2.728558635156684e-08,10468.233096608892,10625.248811324127,1.895,3.981121569426893,-32.14269438607399,0.0,1
609,141,3,10827.089658733648,10827.08954850426,73.0,4158.0,1.675053271198778e-07,3607.325421722115,5464.766212844014,1.895,-3.485857719887804,30.20458630690679,0.0,1
617,149,3,10827.797366819004,10827.797257999004,61.0,4247.0,1.513867703e-06,3606.336051237598,5516.174311495301,1.895,2.620364463475049,-31.128712820797144,0.0,1
621,153,3,10828.068183701176,10828.068074076204,49.0,4268.0,2.6041268041688583e-09,2615.11686260812,6343.119356431998,1.895,3.979241656526914,-32.12751638538556,0.0,1
622,154,3,10828.08965370162,10828.08954850426,73.0,4289.0,4.451009637411361e-07,3604.3273741607595,5494.968816405695,1.895,-2.48642988340369,30.35275187494548,0.0,1
630,162,3,10828.797375100825,10828.797257999004,61.0,4378.0,2.1289936414864026e-08,3608.962419961827,5484.974270845352,1.895,2.62409403022774,-31.173018341654558,0.0,1
634,166,3,10829.068192083943,10829.068074076204,49.0,4399.0,2.519207054025692e-08,7628.146818848327,6805.402227328159,1.895,3.9770733381143613,-32.11000986244952,0.0,1
635,167,3,10829.089661100874,10829.08954850426,73.0,4416.0,3.480467521169899e-07,3601.852273085711,5525.183273405983,1.895,-2.4739602066041453,30.200530005170563,0.0,1
643,175,3,10829.705591594467,10829.705473015363,85.0,4513.0,2.373894716357807e-09,3611.3037689282446,6063.981701077754,1.895,-3.375519110194087,-29.326219421747016,0.0,1
644,176,3,10829.797369908149,10829.797257999004,61.0,4535.0,2.8379408775849e-09,3612.6292874089463,5453.887344133433,1.895,3.839582579773372,-31.00745114747407,0.0,1
648,180,3,10830.068180899423,10830.068074076204,49.0,4565.0,9.399781260405894e-09,9083.57726518996,1186.7209587944672,1.895,5.01793894341653,-31.875316697396947,0.0,1
649,181,3,10830.08965590796,10830.08954850426,73.0,4587.0,3.6853882823240157e-07,3599.382324938483,5555.33482674645,1.895,-2.466960390838347,30.115080713984415,0.0,1
656,188,3,10830.651948987994,10830.65183135313,91.0,4680.0,7.645314305938079e-09,3608.019963658246,6064.301006771516,1.895,-4.388947282704725,-38.10766954717908,0.0,1
658,190,3,10830.705580968324,10830.705473015363,85.0,4720.0,3.543298412369209e-09,3607.9243768440965,6034.621833591715,1.895,-3.381163747395469,-29.375259543813883,0.0,1
659,191,3,10830.797365123452,10830.797257999004,61.0,4746.0,4.291903395555235e-09,3616.4782168576776,5422.804410149855,1.895,3.845927494518289,-31.058690997093226,0.0,1
663,195,3,10831.068182120056,10831.068074076204,49.0,4773.0,1.1009799163381031e-08,377.1890394203365,2055.246800649911,1.895,5.030760437039084,-31.956762321651915,0.0,1
